Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Nigeria,NGA,1983,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,14802393952.752
Nigeria,NGA,1982,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,19735359343.2146
Nigeria,NGA,1981,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,25384154903.3551
Nigeria,NGA,1980,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,22005158149.979
Nigeria,NGA,1979,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,15965036876.729
Nigeria,NGA,1978,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,15092747809.6702
Nigeria,NGA,1977,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,14119722355.9196
Nigeria,NGA,2020,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-16975923423.8576
Nigeria,NGA,2019,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-14627014405.3102
Nigeria,NGA,2018,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,6260574934.08393
Nigeria,NGA,2017,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,12689340192.5417
Nigeria,NGA,2016,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,5077217476.10779
Nigeria,NGA,2015,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-15438642533.9653
Nigeria,NGA,2014,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,906535877.208596
Nigeria,NGA,2013,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,19048981238.3773
Nigeria,NGA,2012,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,17374274674.8298
Nigeria,NGA,2011,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,10668377374.3563
Nigeria,NGA,2010,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,13111276866.0477
Nigeria,NGA,2009,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,13869493317.9963
Nigeria,NGA,2008,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,29145209282.7052
Nigeria,NGA,2007,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,27648255973.9625
Nigeria,NGA,2006,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,36517576727.8671
Nigeria,NGA,2005,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,36529017085.3405
Nigeria,NGA,2004,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,16840536007.6651
Nigeria,NGA,2003,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,3390606191.57599
Nigeria,NGA,2002,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1083110754.09664
Nigeria,NGA,2001,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2477762769.00601
Nigeria,NGA,2000,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,7427061115.99127
Nigeria,NGA,1999,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,505750064.166363
Nigeria,NGA,1998,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1209158482.16009
Nigeria,NGA,1997,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,168239307.795429
Nigeria,NGA,1996,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1098803754.71854
Nigeria,NGA,1995,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-802326715.400964
Nigeria,NGA,1994,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-2127932351.33661
Nigeria,NGA,1993,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-780390880.704054
Nigeria,NGA,1992,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2267772911.32048
Nigeria,NGA,1991,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1202560682.16835
Nigeria,NGA,1990,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,4988245133.76812
Nigeria,NGA,1989,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1089516459.18013
Nigeria,NGA,1988,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-296453577.647327
Nigeria,NGA,1987,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-73206490.5757462
Nigeria,NGA,1986,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,210883527.397868
Nigeria,NGA,1985,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,2603566206.93391
Nigeria,NGA,1984,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,122630963.977674
Nigeria,NGA,1983,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-4331801941.9692
Nigeria,NGA,1982,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-7281784833.27997
Nigeria,NGA,1981,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-6473930832.8136
Nigeria,NGA,1980,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,5177576689.0451
Nigeria,NGA,1979,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,1670509406.68046
Nigeria,NGA,1978,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-3754297405.7221
Nigeria,NGA,1977,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1015974749.3274
Nigeria,NGA,2019,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1988600000
Nigeria,NGA,2018,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1963990000
Nigeria,NGA,2017,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,2036990000
Nigeria,NGA,2016,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1398280000
Nigeria,NGA,2015,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1175850000
Nigeria,NGA,2014,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1164070000
Nigeria,NGA,2013,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1352030000
Nigeria,NGA,2012,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1092710000
Nigeria,NGA,2011,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,858590000
Nigeria,NGA,2010,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,787740000
Nigeria,NGA,2009,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,934740000
Nigeria,NGA,2008,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,832290000
Nigeria,NGA,2007,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1304920000
Nigeria,NGA,2006,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,11388180000
Nigeria,NGA,2005,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5840000000
Nigeria,NGA,2004,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,165130000
Nigeria,NGA,2003,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,114860000
Nigeria,NGA,2002,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,107310000
Nigeria,NGA,2001,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,89880000
Nigeria,NGA,2000,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,49590000
Nigeria,NGA,1999,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,47780000
Nigeria,NGA,1998,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,33310000
Nigeria,NGA,1997,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,27100000
Nigeria,NGA,1996,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,24140000
Nigeria,NGA,1995,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,32620000
Nigeria,NGA,1994,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,43210000
Nigeria,NGA,1993,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,53650000
Nigeria,NGA,1992,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,116270000
Nigeria,NGA,1991,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,130770000
Nigeria,NGA,1990,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,124700000
Nigeria,NGA,1989,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,127800000
Nigeria,NGA,1988,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,35520000
Nigeria,NGA,1987,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,13790000
Nigeria,NGA,1986,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,8730000
Nigeria,NGA,1985,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,3770000
Nigeria,NGA,1984,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,6950000
Nigeria,NGA,1983,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,420000.000000002
Nigeria,NGA,1982,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,4450000
Nigeria,NGA,1981,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,6140000
Nigeria,NGA,1980,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,2680000
Nigeria,NGA,1979,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,2410000
Nigeria,NGA,1978,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,6540000
Nigeria,NGA,1977,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,6050000
Nigeria,NGA,1976,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,6200000
Nigeria,NGA,1975,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,10380000
Nigeria,NGA,1974,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,8730000
Nigeria,NGA,1973,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,7260000
Nigeria,NGA,1972,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,4940000
Nigeria,NGA,1971,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,32880000
Nigeria,NGA,1970,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,40300000
Nigeria,NGA,1969,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,44610000
Nigeria,NGA,1968,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,26050000
Nigeria,NGA,1967,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5530000
Nigeria,NGA,1966,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5190000
Nigeria,NGA,1965,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,30310000
Nigeria,NGA,1964,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,27330000
Nigeria,NGA,1963,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,18340000
Nigeria,NGA,1962,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,14260000
Nigeria,NGA,1961,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,7460000
Nigeria,NGA,1960,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,16310000
Nigeria,NGA,2019,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,241810000
Nigeria,NGA,2018,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,236810000
Nigeria,NGA,2017,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,346430000
Nigeria,NGA,2016,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,346400000
Nigeria,NGA,2015,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,351400000
Nigeria,NGA,2014,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,376590000
Nigeria,NGA,2013,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,358380000
Nigeria,NGA,2012,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,315280000
Nigeria,NGA,2011,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,268040000
Nigeria,NGA,2010,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,220820000
Nigeria,NGA,2009,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,218320000
Nigeria,NGA,2008,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,215170000
Nigeria,NGA,2007,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,180310000
Nigeria,NGA,2006,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,316850000
Nigeria,NGA,2005,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,204200000
Nigeria,NGA,2004,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,244220000
Nigeria,NGA,2003,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,166320000
Nigeria,NGA,2002,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,137110000
Nigeria,NGA,2001,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,87990000
Nigeria,NGA,2000,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,68930000
Nigeria,NGA,1999,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,43100000
Nigeria,NGA,1998,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,50720000
Nigeria,NGA,1997,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,82510000
Nigeria,NGA,1996,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,82460000
Nigeria,NGA,1995,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,77770000
Nigeria,NGA,1994,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,77390000
Nigeria,NGA,1993,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,96040000
Nigeria,NGA,1992,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,95500000
Nigeria,NGA,1991,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,91380000
Nigeria,NGA,1990,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,90580000
Nigeria,NGA,1989,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,67620000
Nigeria,NGA,1988,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,63590000
Nigeria,NGA,1987,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,52350000
Nigeria,NGA,1986,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,46480000
Nigeria,NGA,1985,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,39600000
Nigeria,NGA,1984,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,38230000
Nigeria,NGA,1983,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,44150000
Nigeria,NGA,1982,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,41610000
Nigeria,NGA,1981,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,45910000
Nigeria,NGA,1980,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,46730000
Nigeria,NGA,1979,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,40470000
Nigeria,NGA,1978,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,34640000
Nigeria,NGA,1977,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,30850000
Nigeria,NGA,1976,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,29570000
Nigeria,NGA,1975,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,39930000
Nigeria,NGA,1974,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,39580000
Nigeria,NGA,1973,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,43650000
Nigeria,NGA,1972,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,37660000
Nigeria,NGA,1971,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,31440000
Nigeria,NGA,1970,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,36210000
Nigeria,NGA,1969,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,29500000
Nigeria,NGA,1968,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,25000000
Nigeria,NGA,1967,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,37160000
Nigeria,NGA,1966,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,36180000
Nigeria,NGA,1965,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,7470000
Nigeria,NGA,1964,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,3000000
Nigeria,NGA,1963,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,2600000
Nigeria,NGA,1962,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,1660000
Nigeria,NGA,1961,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,750000
Nigeria,NGA,1960,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,470000
Nigeria,NGA,2020,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,41495827442.0903
Nigeria,NGA,2019,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,72245869102.9642
Nigeria,NGA,2018,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,68089155080.1065
Nigeria,NGA,2017,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,52333999477.01
Nigeria,NGA,2016,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,39692585742.7954
Nigeria,NGA,2015,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,49978538838.9859
Nigeria,NGA,2014,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,86220193224.0203
Nigeria,NGA,2013,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,100299827980.8
Nigeria,NGA,2012,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,99480314424.9997
Nigeria,NGA,2011,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,103335013899.27
Nigeria,NGA,2010,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,83697021545.5441
Nigeria,NGA,2009,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,59328527137.3321
Nigeria,NGA,2008,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,90359643778.4935
Nigeria,NGA,2007,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,70058379755.995
Nigeria,NGA,2006,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,61107983547.3045
Nigeria,NGA,2005,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,57149176339.3709
Nigeria,NGA,2004,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,38260209526.0277
Nigeria,NGA,2003,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,27530353301.8863
Nigeria,NGA,2002,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,18321010044.7297
Nigeria,NGA,2001,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,19843883800.6406
Nigeria,NGA,2000,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,21183082283.3768
Nigeria,NGA,1999,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,14095590011.0572
Nigeria,NGA,1998,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,2902933764.95838
Nigeria,NGA,1997,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,4957401154.76993
Nigeria,NGA,1996,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5315486771.3777
Nigeria,NGA,1995,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,3871863339.27174
Nigeria,NGA,1994,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,9878568830.69649
Nigeria,NGA,1993,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,11130361950.4201
Nigeria,NGA,1992,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,12999650512.8315
Nigeria,NGA,1991,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,13351068427.9148
Nigeria,NGA,1990,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,14761462726.4222
Nigeria,NGA,1989,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,8575325520.87754
Nigeria,NGA,1988,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,7279533315.2106
Nigeria,NGA,1987,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,7829857469.91272
Nigeria,NGA,1986,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,5391208880.15253
Nigeria,NGA,1985,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,13510125461.4212
Nigeria,NGA,1984,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,12346589820.05
